bookmark_count,favorite_count,favourites_count,follower_count,following_count,friends,is_blue_verified,is_hateful,listed_count,number_of_tweets,quote_count,reply_count,retweet_count,source,tweet_id,user_id,views
0,38,46994,7317,403,404,false,1,65,112666,0,1,0,"",1274846823245590528,2569394183,0
0,0,18800,218,453,456,false,1,4,7325,0,1,1,Twitter for iPhone,1267236139309641728,195346384,0
0,3,11596,7338,1214,1215,false,1,47,9965,0,0,1,Twitter for iPhone,1278835287414550531,1244047790616920064,0
1,145,10973,1819,1452,1453,false,1,22,7026,0,11,2,"",1251565596988276736,25836226,0
0,0,81122,47259,1471,1469,false,1,0,144986,0,0,0,TweetDeck,1270502989887795200,18290719,0
0,2,6045,155553,1253,1260,true,1,0,548141,0,0,0,Hootsuite Inc.,1281733700636606474,2380259108,0
0,2,20157,100206,2583,2579,false,1,2020,75695,0,0,0,SocialFlow,1260909239951929345,491350825,0
0,2,238,0,37,37,false,1,0,119,0,0,0,"",1267568849987067906,1267171802158993409,0
0,1,7882,350,602,601,false,1,1,6892,0,0,0,"",1267960669019811840,36610524,0
0,2,14968,245,605,605,false,1,1,17259,0,0,0,"",1270070643636105216,239799011,0
0,5,98,730,508,507,false,1,6,773,0,0,1,Twitter for iPhone,1281733148754182151,1067492007558475776,0
0,1,39234,2391,2148,2145,false,1,64,33624,0,0,0,"",1265802712349900801,1151144091280969729,0
0,0,213,2057,826,826,false,1,0,122943,0,0,0,One News Page,1280651734206029824,18405895,0
0,2,15071,1159,2332,2327,false,1,3,15598,0,0,0,"",1281687743374991362,1236041917827289088,0
0,55,146256,101845,37159,37137,true,1,368,119364,3,5,9,Twitter Web App,1277026255854952448,39002335,0
0,2,21658,1405,3206,3202,false,2,37,20637,0,0,0,Twitter Web App,1247540817746522112,924187220,0
0,0,9218,407,5146,5141,false,1,0,22713,0,0,0,"",1279173905282981888,1058038175124336646,0
0,1,1242,758,825,826,false,1,4,8725,0,0,0,Twitter Web App,1244640582313664520,374902846,0
0,0,20094,213,628,627,false,1,3,20189,0,0,0,Twitter Web App,1265431597836193792,233093961,0
0,2,610,3746,2494,2498,false,1,65,15093,0,0,0,Hootsuite Inc.,1259894826679533568,426182901,0
1,2,9947,4556,4236,4238,false,1,162,35604,0,0,0,Twitter for iPhone,1279563132508266498,24594836,0
0,1,1470,202,728,729,true,1,4,1131,0,0,0,"",1274425384382038018,51214711,0
0,10,2294,458,264,264,false,1,3,20377,0,0,0,"",1267322355316977664,746642647364755456,0
0,1,1859,54,50,50,false,1,0,2586,0,1,0,"",1281025378035908609,1258921452696412162,0
0,50,131939,171501,781,776,true,1,573,117420,0,0,3,"",1275146374518980609,210424042,0
0,2,7390,1618,2487,2487,false,1,54,27582,0,0,5,Twitter Web App,1245550181589954562,126562483,0
9,858,52887,29379,3448,3446,false,1,43,23686,6,8,342,Twitter for iPhone,1267230739998945282,248448795,0
0,0,2191,30,388,388,false,1,1,1157,0,0,0,"",1271502481051262980,3691965501,0
0,4,3725,299,181,181,false,1,3,4968,0,0,0,Twitter for iPhone,1263128459989090307,68281970,0
0,165,14271,210745,118,118,true,1,1296,37162,4,8,67,Twitter for Android,1266283727128125440,714011887164203008,0
63,20700,63327,5299735,1268,1272,false,1,4950,331412,81,123,4000,Twitter Web App,1274426170906341377,373157754,0
0,0,45359,944,627,627,false,1,6,91732,0,1,0,"",1269191029707571201,1210986169824997377,0
0,26,10246,780,381,380,false,1,0,6468,0,0,6,Twitter for iPhone,1267237688366825472,710288812962746368,0
0,2,16647,1801,1936,1933,false,1,16,11291,0,0,0,"",1267284684456640512,1168237425153282048,0
0,0,27759,171,148,148,false,1,3,30176,0,0,0,"",1266463372754681857,1923918709,0
0,0,17,5637,4,4,false,1,4,227269,0,0,0,erased4126563_E65sErOSVV,1250321722949038081,845198627702235136,0
0,1,1762,23096,6587,6584,false,1,31,10242,0,0,0,"",1268333096639881217,168379798,0
0,0,8559,830,436,438,false,1,1,9140,0,0,0,"",1276657608246640642,1367160224,0
0,5,50804,5966,4606,4604,false,1,78,17588,0,2,0,"",1277989656525709312,15388455,0
0,12,320023,714,92,92,true,1,6,30846,0,2,0,"",1284584728750891010,1087568549760126977,0
1,42,22430,615,3557,3563,false,1,42,40371,1,1,8,"",1276136937393397761,54556096,0
0,1,89847,350,331,330,false,1,19,49273,0,0,0,"",1266158264942825478,1104642276863680512,0
0,8,20784,3544,1333,1333,false,1,40,17261,0,0,1,Twitter for iPhone,1280645509837963266,716995652,0
0,4,7339,72,197,195,false,1,0,2698,0,0,0,"",1284292500451201025,394421323,0
0,3,12712,262,348,339,true,1,0,14707,0,0,1,"",1260936419561750529,1251328124651896833,0
3,588,83056,89371,914,915,false,1,417,31338,2,4,346,Twitter for iPhone,1266182488352849923,1041034278,0
0,4,485120,2525,1184,1182,false,1,88,372454,0,1,0,Twitter Web App,1269780565298941957,2426407596,0
0,5,6659,1395,1632,1631,false,1,55,4422,0,0,1,Twitter Web App,1273042323144761344,1395011858,0
0,0,5733,1036,4505,4503,false,1,2,15243,0,0,0,"",1283579853405659140,2742059895,0
0,4,7512,59,120,120,false,1,0,3091,0,0,0,"",1276197354937319426,4007523494,0
0,0,33710,6870,7451,7476,true,1,3,19660,0,0,0,"",1271312282857791496,770024988657278976,0
0,1,6183,1282,1095,1095,false,1,50,41411,0,0,0,Twitter for iPhone,1280649907632652289,180021303,0
0,3,564,468,183,182,false,1,11,836,0,1,2,Twitter Web App,1284269149347368963,938458859278163968,0
0,1,35405,2037,3569,3565,false,1,3,29725,0,0,0,"",1275028803086168065,996000838240931841,0
0,1,82440,8327,430,432,false,1,8,37513,0,0,0,"",1265430433111724033,1081566189791399936,0
0,32,1211,221,56,56,false,1,3,5639,70,6,34,"",1269264797318684672,254180642,0
0,1,541,253,406,407,false,1,5,4763,0,0,1,"",1276656149203488768,23243362,0
0,14,13942,64352,51189,51128,false,1,288,10387,0,0,0,"",1270989358183510016,712264492642660353,0
0,5,40916,1048,602,600,false,1,16,99816,0,2,1,Twitter Web App,1259904371409580036,2220470529,0
0,7,2075,957,277,277,false,1,17,1705,0,0,2,Hootsuite Inc.,1270504602765574144,1060823148,0
0,0,36613,226,2456,2461,false,1,5,2871,0,0,0,"",1268934587360718850,1231976082640982018,0
0,3,3556,69657,861,863,false,1,170,10436,0,0,0,"",1279209876917334016,3974753473,0
10,657,193683,159838,1921,1930,true,1,1247,193210,73,114,160,Twitter for iPhone,1277569634120749057,63082578,0
0,0,9939,453,2079,2074,false,1,6,3400,0,0,0,Twitter Web Client,1262078999456436224,2852271307,0
1,40,128037,1846,444,443,false,1,27,70859,1,0,8,Twitter for iPhone,1259589039419731973,2871454226,0
0,13,1805,3090,539,538,false,1,49,2594,0,0,5,"",1269489221477240832,1654113109,0
0,0,3619,13122,320,320,false,1,118,4420,0,0,0,"",1282297873783304195,503717953,0
0,1,95503,5447,5300,5319,false,1,65,133972,0,0,0,Twitter for Android,1257063248345600000,224381577,0
7,125,39887,34424,2876,2873,true,1,145,24730,3,2,42,"",1267995850283913218,61768116,0
0,1,37666,18869,9348,9329,true,2,43,320970,0,0,0,Twitter for iPhone,1273404423264514050,40716371,0
0,8,29684,17423,15229,15213,false,1,31,43183,0,0,5,Twitter for Android,1277386252451565569,1115268705699676161,0
1,245,224262,691947,93457,93373,true,1,3548,169119,8,46,101,Twitter Web App,1283419110211293188,2421067430,0
0,9,6992,294,410,410,false,1,3,5167,0,2,0,Twitter for iPhone,1281012242796986370,707182714303041537,0
0,4,1204,1325,866,866,false,1,0,85432,0,0,0,Twitter for iPhone,1262140206662193152,2834129364,0
0,12,24084,23257,4001,3999,false,1,96,17844,0,1,0,"",1276092999198478339,20634268,0
1,3,32722,332,263,263,false,1,2,38177,0,0,0,Twitter for iPhone,1263562125882073090,169674804,0
0,1,15641,227,1935,1950,false,1,3,9343,0,0,0,"",1283935915501592582,808334293357461504,0
0,3,2718,134,17,17,false,1,0,3050,0,0,1,Twitter Web App,1279200851144343553,1354906417,0
0,1,222,15,189,189,false,1,1,2021,0,5,1,"",1269300088305827842,477841046,0
0,0,71652,260,121,121,false,1,30,3622,0,1,0,"",1265403653139070979,4834637847,0
0,27,44082,239,658,657,false,1,0,15951,0,0,7,Twitter for Android,1282826491760308224,1241993060310908928,0
0,2,99080,822,198,199,false,1,10,115961,0,0,0,"",1258057401279959044,331319340,0
0,1,55364,537,1478,1490,false,1,2,34811,0,0,1,Twitter Web App,1254855671733878784,187548649,0
0,0,4,2,35,35,false,0,0,47,0,0,0,"",1271866457392021505,764281334189535238,0
1,592,2950,40344,1427,1433,true,1,812,37479,5,17,60,"",1280642840301842432,15485532,0
0,0,27638,1068,4101,4099,false,1,1,8446,0,0,0,Twitter for iPhone,1248030427106942977,1087875166389063681,0
0,0,122672,119,296,296,false,1,0,13325,0,0,0,"",1267545401088974849,873651441143099392,0
0,0,141461,75,649,649,false,1,0,9272,0,0,0,"",1270584319669460992,2346045350,0
0,2,25751,1183,1094,1094,false,1,35,12483,0,1,0,Twitter for iPhone,1267224903079657479,1152980222007844864,0
0,5,20,662,77,77,false,1,0,99,0,0,1,Twitter for iPhone,1267240162003648512,282806169,0
0,5,33406,1189,1225,1228,false,1,4,12655,0,0,1,Twitter for iPhone,1273766284153454592,888025546394935298,0
1,19,8648,9075,1707,1706,false,1,187,11194,0,2,5,Twitter Web App,1278836952092102657,229535936,0
0,0,13103,1421,806,804,false,1,8,12849,0,0,0,"",1279783372294950915,201269815,0
0,6,3136,52,595,595,false,1,0,4996,0,1,0,"",1284115202779287552,64790500,0
0,0,111023,1274,184,185,false,1,38,73267,0,0,0,Twitter Web Client,1247842914442625024,3244686989,0
0,0,4304,267,381,381,false,1,3,1447,0,0,0,"",1273404470487990273,975947197991694336,0
0,7,13134,450,638,638,false,1,9,12895,0,0,0,Twitter for Android,1274127862820462592,98442627,0
0,4,7567,136,359,361,false,1,7,8185,1,0,0,"",1269232651770245120,290475081,0
0,0,403942,4231,644,644,false,1,0,173482,0,0,0,"",1267230980277964805,308179361,0
0,0,324,34,176,176,false,1,0,2300,0,0,0,"",1282070494540214272,959971342098432002,0
0,6,40525,204,428,428,false,1,2,4761,0,2,0,Twitter for iPhone,1267237994056028166,220774249,0
0,0,2,3787,0,0,false,1,22,27384,0,0,0,trumpbutaboutsharks,1285360385948676101,959164529551790080,0
0,2,22004,139,277,275,false,1,1,5518,0,0,0,"",1267872804508180481,1893128370,0
0,0,27680,10171,6343,6341,true,1,122,191906,0,0,0,Twitter Web App,1283182843376496640,33939160,0
0,2,28832,13583,8170,8163,true,1,25,25888,0,0,2,Twitter for iPhone,1283548607652573184,1254822389981970435,0
0,14,976,81580,1255,1258,false,1,674,49901,0,1,2,Instagram,1273401981562949632,158561160,0
0,46,47699,198,1221,1220,false,1,3,9731,0,3,0,"",1268898932438040576,295952142,0
0,0,45,56,9,9,false,1,12,30883,0,0,0,Twitter Web Client,1243336910317056000,3158156152,0
0,0,1911,34,182,182,false,1,2,5609,0,1,0,"",1268287089629487104,894232890082435073,0
0,1,71997,2098,5121,5119,false,1,34,23203,0,0,0,"",1271056954719375361,275246179,0
0,2,114235,2624,2332,2336,false,1,5,77665,0,1,0,"",1276299118860697600,1252681577810800640,0
0,1,31295,345,1387,1386,false,1,2,4568,0,0,1,"",1268378420620095489,555093710,0
0,1,438,1604,1653,1653,false,1,39,5106,1,1,0,Hootsuite Inc.,1281003168269287430,22054880,0
0,3,53873,1589,778,779,false,1,64,48228,1,1,1,Twitter for iPhone,1265794433896906752,4221404973,0
0,19,482,248,118,116,false,1,1,508,2,2,1,Twitter Web App,1262778839408795649,1247947182738747394,0
0,36,359522,70828,12379,12384,true,1,801,195686,0,0,0,"",1266160321766580231,170280910,0
0,11,25822,2487,1924,1924,false,1,25,3485,0,0,2,Twitter for iPhone,1255891362357993474,32652569,0
0,178,6427,66895,5198,5198,true,1,601,38876,2,4,109,Twitter for iPhone,1279484521214246916,3021354107,0
0,23,150881,9301,2094,2093,false,1,111,23468,1,3,4,"",1276433528197189633,51537420,0
2,220,12614,136,623,624,false,1,7,12613,0,4,13,"",1266093978312638464,335263167,0
0,5,41108,40978,10721,10725,false,1,319,87604,0,1,0,"",1285479237135327233,22485157,0
0,1,2213,372,926,926,false,1,1,3707,0,0,0,"",1255158553750405120,969747147024424966,0
0,1,2119,562,535,535,false,1,3,3532,0,0,0,Twitter for iPhone,1260887275958910976,974350953121026048,0
0,70,1015,25318,209,208,false,1,314,1187,1,0,4,Twitter for Android,1277384788714770432,373186580,0
18,522,11675,64210,3144,3141,false,1,0,6237,7,3,345,Twitter for iPhone,1270269084265938944,1703305712,0
0,10,359856,2194,1165,1169,false,1,16,60707,0,0,3,"",1283587320340312064,895512076197679104,0
0,0,5111,362,2300,2314,false,1,24,13634,0,0,0,"",1260574801044930563,86911192,0
0,19,20044,2069,2708,2708,false,1,14,5368,0,2,0,Twitter for iPhone,1259623947919937536,855110806995906561,0
0,1,157260,3423,2619,2619,false,1,22,119685,0,0,0,Twitter Web App,1251880256790843393,823998756655861760,0
0,0,34437,296,1481,1479,false,1,5,9659,0,0,0,"",1284842544979943425,50275257,0
6,1393,173096,20728,2197,2204,false,1,159,179043,43,242,389,"",1279896473300340736,2968626209,0
0,0,760446,5933,4749,4731,false,1,59,338639,0,0,0,"",1281737988259508225,2728086690,0
0,1,30056,742,1412,1409,false,1,2,56600,0,2,1,Twitter Web App,1261061395178762242,1035970579197841408,0
0,1,41541,343,244,244,false,1,0,31271,0,0,0,"",1265464144943296512,706276978,0
0,35,356,10110,423,424,false,1,54,37062,5,0,11,TweetDeck,1281364675922460674,125458282,0
0,4,8089,77106,4422,4421,false,1,731,18955,0,0,1,Hootsuite Inc.,1285000222704377859,15063139,0
1,352,2319,2687427,30,30,true,1,1082,100191,11,19,89,Twitter for iPhone,1275768401441538048,264248576,0
0,20,20598,3550,3383,3377,false,1,28,6338,0,3,4,Twitter for Android,1248030928611553280,960846184230346752,0
0,0,31304,1395,2167,2169,false,1,12,35607,0,0,0,Twitter Web Client,1264173871994896390,112895255,0
0,1,6050,843,470,469,false,1,31,33817,0,0,0,Twitter Web App,1248638117029920770,21240584,0
0,2,3331,536,782,782,false,1,32,1934,0,0,2,Twitter for Android,1269055746647392263,2257507239,0
0,2,79272,5925,6039,6032,false,1,173,51706,0,0,0,Twitter Web App,1276665196392493056,2564697607,0
0,0,19583,483,898,899,false,1,6,36404,0,0,0,Twitter for iPhone,1264575236948754432,57859860,0
0,1,77996,1922,1233,1235,false,1,110,60054,0,0,0,"",1266156992160096257,1211421846261776384,0
0,0,38,259,408,408,false,1,11,10234,0,0,0,Instagram,1275214901854851072,138229912,0
0,3,129994,718,4434,4435,false,1,13,20321,0,1,0,"",1284457007051833344,2671553305,0
0,2,11094,532,720,720,false,1,2,15803,0,0,0,"",1266200240656388096,834767958903775232,0
0,70,5429,8268,841,841,false,1,233,8868,0,4,7,Twitter for Android,1274847032650403840,212058001,0
0,33,29994,109,529,530,false,1,0,16618,0,2,0,"",1281024376607891457,261768650,0
0,2,14762,15084,2809,0,false,1,0,59783,0,0,0,Twitter Web Client,1261121877537206274,34423941,0
1,65,140,346,83,83,false,1,1,481,1,7,24,Twitter for iPhone,1260533987908423680,492787128,0
3,170,3082,271,270,270,false,1,3,486,11,36,83,Twitter for iPhone,1266519580475748352,181049015,0
0,2,3555,34,637,638,false,1,1,424,0,0,0,"",1267374699144794112,916871469145165824,0
0,0,31,0,3,3,false,1,0,108,0,1,0,"",1271235243429826562,1271234416422027264,0
0,11,7613,321,567,566,false,1,6,3190,0,1,3,Twitter for Android,1267968894129635333,983631997,0
1,203,111206,275520,474,473,false,1,3283,199463,0,1,34,Twitter for iPhone,1271390835075145731,1058344182610300930,0
0,3,3203,2304,3832,3824,false,1,9,4716,0,1,0,"",1273042488262103040,1075060229677703168,0
0,0,1091,805,470,471,false,1,15,43426,0,0,0,"",1275608227955302400,60145970,0
0,1,1321,3879,2691,2687,false,1,86,73144,0,0,0,Twitter for iPhone,1264593165979394051,30312254,0
6,49,800,18314,21,21,false,1,42,84,2,0,21,Twitter Web App,1285710434155274240,1170537970350383104,0
0,1,35631,3941,2249,2247,false,1,153,122550,2,1,1,Twitter for iPhone,1280648184851644416,173334737,0
0,2,55289,480,701,700,false,1,2,8526,0,0,0,"",1267225037452595201,348758190,0
0,0,31717,1122,3339,3338,false,1,195,39961,0,0,0,"",1279096566389694464,3272826896,0
0,1,3718,14403,3623,3621,false,1,679,16487,0,0,1,HubSpot,1273766431046451207,23592643,0
0,14,81512,31974,1933,1935,false,1,153,52628,0,0,0,"",1284206751949230082,814282091571642368,0
0,0,87307,4582,5131,5167,false,1,20,41420,0,0,0,"",1278202619551338496,1362978314,0
0,1,25356,175,707,710,false,2,1,4048,0,1,0,"",1244700607958532097,183784470,0
0,10,175991,2092,2614,2615,false,1,17,20859,0,2,0,Twitter for Android,1267229462183231496,831617332422250498,0
0,0,161,5624,43,43,false,1,48,3381,0,0,0,Twitter for Android,1245744887519051777,36749189,0
0,13,9074,84193,1822,1821,false,1,245,16294,1,0,2,TweetDeck,1283173367126859778,3417821632,0
0,4,3073,53,290,290,false,1,1,4654,0,1,0,"",1272110911696887808,1894301719,0
0,1,41165,1540,1978,1976,false,1,10,17604,0,0,0,"",1267562596963663872,784997371,0
0,17,150824,4358,4940,4939,false,1,1,40912,0,2,0,"",1275409323397545986,889714183763251200,0
0,4,16298,291,1097,1096,false,1,2,6352,0,0,0,Twitter for iPhone,1258173012278489092,355286055,0
0,0,104918,27293,4379,4380,true,1,174,54470,0,0,0,"",1278455458764861443,266191100,0
2,201,396840,14147,6338,6339,false,1,334,344531,3,6,59,Twitter for iPhone,1277390783256031232,30706364,0
0,5,4602,1561,500,502,false,1,18,197574,0,1,2,Twitter for iPhone,1262034072257339392,235792489,0
0,4,5015,42,54,54,false,1,0,1039,0,0,0,"",1275644498597601281,1270773518284787724,0
2,3,2508,144,338,339,false,1,2,2273,0,2,4,Twitter for Android,1283910810389983232,1267666349200781315,0
0,37,8891,25284,1501,1502,false,1,86,78710,0,0,3,Twitter for iPhone,1265426358399877120,138061042,0
0,4,98538,3396,2017,2014,false,1,65,81878,0,0,3,Twitter for Android,1277747696279977985,101047069,0
0,0,29278,1712,514,520,true,1,0,32981,0,0,0,Twitter for iPhone,1250127669712297987,24437088,0
0,3,1479,350,735,735,false,1,8,7004,0,0,3,SocialPilot.co,1256771732217741313,2893587999,0
0,1,8634,7500,2246,2254,false,1,0,46696,0,0,1,Twitter for iPhone,1277750788178292737,2770212992,0
0,0,8082,28,270,270,false,1,0,1460,0,0,0,"",1265429936304685058,63747877,0
0,2,2239,414,351,351,false,1,10,8544,0,1,0,"",1277388767762972674,293662786,0
0,697,40157,2161131,377,373,true,1,7701,62915,19,46,69,Twitter Web App,1270867260584996871,53178109,0
0,0,39711,1215,1951,1948,false,1,16,23653,0,0,0,Twitter for Android,1249359549393334275,406131506,0
0,1,883,8,103,103,false,1,0,1151,0,1,0,"",1285201196437909505,1280951402009944064,0
0,1,9742,242,612,611,false,1,0,15138,0,0,0,"",1276205854665007104,1119928069,0
0,1,202295,2146,730,729,false,1,40,97656,0,1,0,"",1268055123021840385,257093400,0
0,13,40,74,176,176,false,1,0,9645,0,1,1,"",1265833458447704064,756627278,0
0,0,4046,2849,1698,1694,true,1,42,7957,0,0,0,Twitter for Android,1260632948958801927,2934747179,0
1,42,185898,86460,37824,37782,true,1,15,534725,14,17,57,Twitter Web App,1283906052937748481,162301746,0
0,7,37844,477,742,741,false,1,25,8503,0,0,0,Twitter for iPhone,1259530620901916678,124584111,0
0,18,160080,6157,5584,5589,false,1,21,151382,1,1,0,"",1280026561161420802,1016651346651512832,0
0,3,1375,2557,406,406,false,1,61,4838,0,2,2,"",1258872354077368321,3318211611,0
0,0,23073,243,515,519,false,1,1,41463,0,1,0,"",1270766524245192704,225067798,0
0,2,5000,639,762,762,false,1,27,2736,0,0,2,Twitter for Android,1266882059257044992,19035569,0
0,1,3982,739,288,290,false,1,36,128121,0,0,0,"",1252837963207110656,1552699657,0
0,3,23611,46,34,34,false,1,0,7837,0,0,0,"",1283738745808678912,1232878659687469056,0
0,9,32543,558,1173,1186,false,1,9,30671,1,0,3,"",1258421432796749824,3322782067,0
0,0,70244,1597,1558,1558,false,1,2,89367,0,0,0,"",1282226296450420736,1136357950220578816,0
0,11,81063,73,542,544,false,1,1,3558,0,0,0,"",1266229360807346176,943731222571896837,0
0,4,28834,67,133,133,false,1,1,16232,0,0,2,"",1282362590102945792,1253723061330812928,0
0,6,6544,15159,490,490,false,1,398,129965,0,0,3,TweetDeck,1260247475367161856,49842959,0
0,0,1116,165,265,266,false,2,1,816,0,0,0,Twitter for Android,1259950210018500608,873097988,0
0,2,109,107,661,660,false,1,1,1170,0,0,0,"",1286115907958378496,240570889,0
0,0,385119,10176,10307,10299,false,1,24,240069,0,0,0,Twitter for iPhone,1248632165010636806,2429612832,0
0,19,26515,1214,466,464,false,1,3,63373,0,0,4,Twitter for iPhone,1267243864152322053,331924192,0
0,5,51925,12926,12834,12850,false,1,193,145363,0,1,0,Twitter for iPhone,1261733483367395329,1381903062,0
0,21,4070,32072,977,976,true,1,392,10842,0,0,8,Twitter for iPhone,1283545908781735938,388403214,0
0,14,105473,53597,46700,46669,false,1,4,48367,1,0,7,Twitter for Android,1248483211153256449,3226480198,0
0,2,7816,1409,648,646,false,1,4,3395,0,0,0,Twitter for iPhone,1273404641741545475,1105948560997126147,0
0,2,14247,1650,1752,1750,false,1,47,56976,0,2,0,"",1259102908974608384,34830628,0
0,4,6440,189,235,235,false,2,0,1919,0,0,1,Twitter for iPhone,1267235605315870721,932882358407086080,0
0,3,60588,1804,2887,2902,false,1,2,18085,0,0,0,Twitter for iPhone,1267241507481886722,184264188,0
0,1,182577,5181,5092,5087,false,1,2,153354,0,0,0,"",1265367112651902976,751096094638084096,0
0,3,24512,223,358,357,false,1,0,13988,0,3,1,"",1266852674923888640,698521433526378496,0
0,0,356833,1207,1360,1364,false,1,21,84131,0,0,0,Twitter for iPhone,1257820401922605061,2198450833,0
0,1,8809,652,1902,1902,false,1,12,18289,0,0,0,"",1284647121522692096,555489584,0
0,2,202850,3497,5079,5074,false,1,66,226244,0,0,0,"",1273306324865089540,357558198,0
0,5,33029,2002,556,554,false,1,9,3348,0,0,0,Twitter for iPhone,1277391029239525378,947262434087116800,0
0,2,58,239,72,72,false,1,6,281,0,0,2,Hootsuite Inc.,1284630293085933575,1052381211337863169,0
0,1,38761,141,687,690,false,1,1,5462,0,0,0,"",1267344491394076672,4896160001,0
0,1,19042,671,1779,1791,false,1,1,6027,0,1,0,"",1279082914991538177,1242126317367296008,0
5,191,106684,9941,2532,2531,false,1,119,139920,3,2,69,Twitter for iPhone,1266388679167291394,554480318,0
1,21,2511,414,300,300,false,1,2,917,1,3,4,Twitter for Android,1281726116873502721,892010277507670016,0
0,13,218532,12865,1340,1338,true,1,106,70848,0,2,1,Twitter for Android,1283551377659097089,508395447,0
0,1,189814,596,1369,1384,false,1,5,23869,0,0,0,"",1267239979421499393,2915219569,0
0,4,7485,1209,3113,3110,false,1,29,12011,0,1,0,Twitter Web App,1257808837794508803,1860702990,0
0,1,8904,43,110,110,false,1,0,9090,1,3,0,"",1254744775233802241,537687212,0
0,0,36694,351,313,316,false,1,2,6159,0,1,0,"",1267240850456743938,3031787545,0
0,2,5069,3263,3367,3365,false,1,75,9058,0,0,0,Twitter for iPhone,1259966467853946880,84639036,0
0,0,3470,673,1414,1413,false,1,16,9991,0,0,0,"",1268551201701990402,256232918,0
2,227,6427,66895,5198,5198,true,1,601,38876,11,13,176,Twitter for iPhone,1275191236207525890,3021354107,0
0,19,12977,1168,1257,1256,false,1,0,36909,0,4,1,Twitter for iPhone,1270143036106764288,16647191,0
0,0,16368,1102,445,450,false,1,2,16510,0,0,0,"",1278585882023350273,592420424,0
0,3,4660,670,937,935,false,1,31,22198,0,1,0,"",1258508910278799360,134932737,0
0,23,53550,25266,1762,1767,true,1,115,49418,0,1,1,Twitter for iPhone,1267243320784216064,21000626,0
2,154,23019,56725,394,395,true,1,169,37945,4,23,21,Twitter Web App,1281391158497861632,298665755,0
0,0,54549,826,354,356,false,1,1,35481,0,0,0,Twitter Web App,1251283591453016065,238701736,0
0,2,5003,112,752,759,false,1,1,4740,0,0,0,"",1269517841448882176,1151606419696734208,0
0,47,154478,30132,20425,20402,false,1,318,243323,0,9,6,Twitter for iPhone,1273763589367590912,1021382089059590144,0
0,0,58696,7430,7133,7134,false,1,422,80262,0,0,0,"",1267363875831218176,17885567,0
0,2,5072,49,227,230,false,1,0,1358,0,0,1,"",1273545344626950145,1212673938,0
0,0,45430,311,937,937,false,1,2,6421,0,0,0,"",1267244424259461120,32880417,0
0,0,154322,788,3676,3679,false,1,4,65728,0,0,0,"",1274848318200459264,139327506,0
0,0,84,3,62,62,false,1,0,153,0,0,0,"",1257833989101977602,1235331320340975622,0
0,1,2752,15,232,231,false,1,0,558,0,1,0,"",1267266926725791744,3319217664,0
0,1,27218,257,1192,1189,false,1,6,5031,0,0,0,Twitter Web App,1251602186674397184,1358511510,0
0,14,1842,52559,32130,32093,false,1,79,165203,1,1,8,Twitter for iPhone,1258831458959085569,131574212,0
0,0,6695,510,1324,1330,false,1,0,120575,0,0,0,"",1283173430586564610,55649744,0
0,6,5474,5,77,77,false,1,0,766,0,1,0,"",1282075691434024961,410525433,0
0,4,1308,8207,271,271,false,1,5,2776,0,0,1,Twitter for iPhone,1282462380732092416,996167357981691905,0
0,2,1081,115,1011,1012,false,1,1,1480,0,1,0,"",1284157737463681025,42097600,0
0,1,168812,2744,1245,1245,false,1,30,12515,0,0,0,Twitter for iPhone,1269418383956680707,281246133,0
0,0,155309,1197,1759,1755,false,1,1,12834,0,0,0,"",1257891400575827968,402396678,0
2,25,652,17,121,121,false,1,1,167,0,6,1,Twitter for iPhone,1268330868499795968,1218262095432757249,0
0,1,10,1,23,23,false,1,0,73,0,0,0,"",1253117318084857856,1246354523733610496,0
0,0,57276,58,222,222,false,1,0,3253,0,0,0,"",1286271615546699780,1276474636809564165,0
0,13,154478,30132,20425,20402,false,1,318,243323,0,2,6,Twitter for iPhone,1269780766101135360,1021382089059590144,0
0,6,5501,2377,4934,4931,false,1,12,12998,0,0,1,"",1274383261507244032,841611254,0
0,0,1466,4726,4,4,false,1,24,521387,0,0,0,erased4126563_E65sErOSVV,1246577050435178497,1133255809,0
1,361,95372,545405,320,317,true,1,11896,46820,0,0,72,"",1268484150123773953,1091978657411883008,0
0,0,132414,12223,7596,7592,false,1,0,70841,0,0,3,Twitter for iPhone,1284995165220941826,95331486,0
0,2,15358,1661,2244,2239,false,1,2,2693,0,0,1,Twitter for iPhone,1266880449646858240,2308792079,0
0,2,26563,4180,4236,4236,false,1,65,72182,0,0,0,"",1266224773169848323,1914337062,0
0,1,458,237,191,189,false,1,8,5478,0,0,1,Instagram,1267220219480756227,497517241,0
0,1,4336,413,170,170,false,1,16,46010,0,0,0,"",1273762457245216769,250417188,0
0,1,126092,6128,5546,5550,true,1,0,25044,0,0,0,"",1281031603356143616,14205490,0
0,0,23313,166,40,40,false,1,11,4656,0,0,0,"",1274226375382237184,4790264247,0
0,72,5017,281692,436,437,false,1,1791,13230,0,5,10,Twitter for iPhone,1282819739065049088,487412249,0
0,2,2128,125,330,329,false,1,0,1696,0,0,0,"",1285142867489546240,1214900901200236549,0
0,6,75,88174,213,213,false,1,1061,16055,0,0,4,Twitter Web App,1260256366528258052,18029139,0
0,0,212,243,347,347,false,1,3,1865,0,0,0,Twitter Web App,1254923488936124417,26528812,0
0,2,50875,563,1728,1726,false,1,3,31718,0,2,0,"",1286352860469497857,851548977162055680,0
